-1.504912	1.000933
-1.662479	0.930831
-1.666842	-1.219148
-0.572605	1.995861
-0.695294	-1.615212
0.013287	-0.252507
1.158349	1.116813
1.310747	-1.245386
0.184095	-1.173150
-1.942769	-0.709849
-0.578678	-1.036920
-1.967784	-0.039287
1.086711	-1.472696
1.095935	-1.135175
0.061089	-0.802017
-1.326670	1.488483
-0.021964	1.873271
1.135570	1.991323
-0.379236	0.293919
1.108136	-1.029945
1.862750	-1.777901
1.788761	-1.310400
-1.720670	-0.921088
0.110923	-0.757590
-0.494630	0.143138
1.203123	-1.407918
-1.835230	1.688016
1.535268	-1.942753
-0.250895	-1.266749
-1.269423	-0.762412
0.708613	-0.889141
0.699936	0.731623
-0.191928	1.701678
-1.038750	-0.329177
-1.249989	0.360423
-0.171077	-1.528655
-0.554483	1.334293
-1.351360	1.926375
-0.715074	-1.186591
-1.179806	-1.129343
-0.446555	-0.398766
0.601083	1.480541
1.711942	-1.456794
1.009783	0.443566
-1.182144	0.145244
-1.138961	0.488678
-0.388950	-1.150899
1.439973	-0.679554
0.774266	1.934930
-1.633716	0.700640
-0.780144	-0.820307
0.040050	0.050350
1.678527	1.593495
1.651583	0.279610
1.074036	1.961431
-0.008447	1.617241
0.971214	-1.564882
1.789069	0.580362
-1.621930	0.277748
-1.350617	-0.010880
1.126848	0.921510
-1.552706	0.639153
-1.617776	1.005437
-0.397920	-1.814870
-0.780970	1.642130
-1.102443	1.235625
1.177167	0.309661
-0.151506	-0.831280
-0.073098	-1.180293
-0.396162	-0.556067
-1.391223	-1.815800
-0.177997	0.886524
-1.166417	1.811122
0.013373	1.755092
-0.759785	0.460667
-0.556428	0.842891
-1.652429	-1.555029
-0.415187	-0.433400
-1.912899	1.820292
0.464157	1.322726
-0.358676	-0.367614
1.555849	0.810043
-1.624444	-1.586119
-0.996778	-1.015667
0.825225	1.870857
-0.568336	0.636347
-0.813244	1.876561
-1.655103	1.581002
-0.679866	1.187789
-0.332295	1.632760
0.565496	1.234305
0.385789	-0.301538
1.042586	-1.906856
1.339786	-1.325027
0.149829	-1.765739
-1.975451	0.563710
-0.762517	-0.991119
-1.937292	-1.120262
-1.406545	0.699054
-0.219789	0.575616
1.108865	-0.638788
0.296654	0.341897
-0.436545	-0.070586
-1.092607	-1.202240
1.293182	0.496222
1.386325	-0.163993
-0.633167	1.035318
-0.398905	1.059867
0.838578	-1.931252
-0.288661	0.901285
-1.051513	0.304794
1.712455	-1.914995
-1.824044	0.821320
-0.553783	-1.928294
-0.882026	1.788114
-0.364840	1.047388
0.432920	-1.303337
-1.070859	-0.611477
0.765149	0.755357
0.750985	-1.643548
-0.699468	1.195029
1.011871	0.096315
0.487433	-0.683336
0.199888	-0.598331
1.872611	-0.978791
0.847886	1.944316
0.139183	0.636000
-0.420523	-0.813429
-1.987604	-0.116766
1.320195	-1.058462
0.695208	1.706686
0.027114	-0.894460
0.457672	0.383565
0.575739	1.758204
-0.421405	-1.885315
0.770075	1.674910
0.602119	-1.913260
1.371565	-1.197993
1.244175	-0.176784
-1.663705	1.188492
0.972295	-1.232032
0.303802	-1.219635
1.032204	-0.376004
0.303961	-1.680795
-0.571411	-1.668925
-0.575255	1.886261
0.714640	-1.999517
1.644464	-1.706765
-1.884831	0.414540
1.968145	0.717288
0.501279	1.339710
1.989688	0.583885
-0.657489	-1.674017
-0.227623	-0.695091
1.298278	0.540345
-0.397920	1.320710
1.226076	-0.957388
1.545280	0.471201
-1.878881	-1.029975
0.357461	0.835759
0.001926	1.128994
-0.914323	-1.583535
1.802964	0.917744
0.436849	1.322259
-0.979266	-1.335230
0.793111	-0.030321
0.531693	-0.666544
-1.866228	-1.345834
-0.090358	1.359848
-0.303222	-0.300314
0.905128	-1.832021
-0.179195	1.875153
0.525440	-1.343436
-1.472634	1.785557
-0.068661	-1.056169
0.882696	-0.265697
1.861575	-0.680455
-0.943438	0.769007
-0.278668	0.002422
-0.866611	1.691011
-1.465886	0.466845
-1.885430	-1.332114
1.121010	0.024212
-1.972266	-1.182212
1.723898	0.932862
-1.014233	-0.455298
1.511207	0.201266
1.653677	-1.961428
-0.013177	-0.414984
-1.017597	-1.130481
-1.156022	0.189064
-1.624119	1.612985
-1.470657	0.097214
-0.384594	-0.337268
-0.211775	0.149520
-1.870424	-0.097205
0.817406	1.250587
0.845140	-1.931625
1.650904	-0.221998
-0.945858	-0.804394
-1.434652	1.396872
-1.396080	-0.616305
-0.413677	0.253215
-0.855970	0.430301
-0.480088	0.043286
-1.028378	1.617125
0.634353	-0.594650
0.763930	1.308145
0.014517	1.235151
1.470759	0.082891
0.886055	-0.751238
-1.918338	-0.165220
1.702382	1.478534
0.074475	-1.693698
-1.137771	1.899186
-0.107375	1.115444
-0.956784	-1.677074
0.563128	0.366212
-1.470655	0.180253
0.024904	1.163698
1.585603	1.833117
-0.072372	0.893747
-1.541264	1.942145
0.128898	1.929496
0.025036	-0.985046
-0.821742	-0.837931
1.013037	-1.135549
-0.912488	-0.829247
-1.013302	1.063378
0.029914	1.386304
-1.889454	-1.406958
-0.247484	-1.360109
0.773295	1.777421
1.803590	0.358897
1.610538	-0.268782
-0.747355	-1.930726
-0.326638	1.381543
1.998770	1.698398
-1.603503	-0.822973
-0.506888	-1.809936
-0.275081	0.068262
-0.722423	0.895671
0.264275	-0.040951
-1.941536	-1.705811
-0.654647	-1.830989
-1.112768	1.097870
1.660527	0.875290
0.019424	0.485828
0.343709	1.272069
0.555101	-1.982929
0.653612	0.553871
1.050109	1.730898
-1.424063	-1.456779
0.300855	0.611483
-0.801461	-0.803473
1.462814	1.155576
1.757003	-1.499070
0.344599	-1.355765
1.598799	1.153501
0.474090	1.765993
0.324185	-1.040083
-0.403746	1.515019
0.126773	-1.750134
0.068890	-0.157758
1.299974	-0.200212
0.418179	1.843195
-0.279250	-1.280966
0.454678	0.919289
-1.428199	0.382102
-0.928863	0.747390
-0.427933	-0.908012
-0.829133	-1.754511
1.088102	1.644956
-0.587713	-1.395126
1.008540	-1.880107
-1.752044	1.258406
0.188782	0.090198
0.558380	1.988570
-1.491623	0.401575
-0.290680	-0.772589
-1.143748	-1.371391
-0.571946	1.010711
-1.824557	-0.850183
-0.213823	-0.732568
1.933157	0.957044
-0.487079	1.021259
-0.475597	-1.566454
1.206874	1.645586
1.326766	1.893543
0.700492	-0.484451
-0.741128	-0.495881
1.660446	1.213439
-1.483301	1.842048
0.862501	-0.055247
0.852759	1.076611
-1.997424	-1.137213
1.387628	1.935734
1.819831	-1.099451
0.956993	0.421831
1.390538	-0.371295
0.070539	0.832624
-1.044529	-0.035918
-0.466884	0.471020
1.947822	0.791988
1.975139	0.439940
0.452434	1.188578
0.969133	1.030626
-1.086114	-0.116615
-1.901420	1.034082
-0.114038	-1.038633
0.421710	-0.178305
-1.218802	1.322260
1.203029	-0.252788
-1.830774	-1.168266
1.817751	1.001850
-0.212795	-0.218168
